label,image_name,mean_R,std_R,mean_G,std_G,mean_B,std_B,mean_ExG
chaparral,chaparral_000412.png,0.46712503,0.31824633,0.42648718,0.29353768,0.35483345,0.24850434,7.9090424
chaparral,chaparral_000413.png,0.6824745,0.15784456,0.65193796,0.1571403,0.5411775,0.14829679,20.457123
chaparral,chaparral_000414.png,0.49642554,0.3071956,0.50007254,0.31267673,0.4744793,0.3049207,7.456253
chaparral,chaparral_000415.png,0.65014005,0.12593618,0.6033343,0.12764671,0.71264905,0.1847361,-39.810715
chaparral,chaparral_000416.png,0.4497661,0.38200578,0.42758465,0.3721178,0.41526508,0.36707616,-2.5147705
chaparral,chaparral_000417.png,0.79949516,0.29715377,0.78126115,0.29961613,0.62117857,0.27430752,36.171387
chaparral,chaparral_000418.png,0.5109276,0.14146362,0.46410462,0.14423586,0.5898249,0.21273398,-43.998535
chaparral,chaparral_000419.png,0.541007,0.25701132,0.5190284,0.25911376,0.44672853,0.2610197,12.83194
chaparral,chaparral_000420.png,0.64198464,0.27965355,0.59830695,0.26816064,0.5575428,0.26230612,-0.7429657
chaparral,chaparral_000421.png,0.48315132,0.2235731,0.4619839,0.21618065,0.43255633,0.21083257,2.1063385
chaparral,chaparral_000422.png,0.56934875,0.3190903,0.55337065,0.3121329,0.5245499,0.301282,3.2748718
chaparral,chaparral_000423.png,0.6058341,0.25312716,0.49651125,0.20809354,0.5836378,0.26501292,-50.094604
chaparral,chaparral_000424.png,0.6629117,0.41011456,0.6314896,0.40085596,0.5725667,0.38385567,7.0127106
chaparral,chaparral_000425.png,0.5877465,0.26523846,0.55109954,0.25199738,0.4859755,0.22982158,7.2616577
chaparral,chaparral_000426.png,0.45638385,0.21948206,0.4451775,0.21696946,0.4258813,0.21704423,2.062912
chaparral,chaparral_000427.png,0.38963467,0.31279525,0.37101212,0.30162528,0.3342496,0.2800431,4.625702
chaparral,chaparral_000428.png,0.6928304,0.16855577,0.68000764,0.17545988,0.6125377,0.17719579,13.935028
chaparral,chaparral_000429.png,0.4953532,0.37682045,0.4813029,0.37081778,0.43515104,0.34918615,8.185898
chaparral,chaparral_000430.png,0.58712876,0.23166154,0.5748388,0.24082196,0.52071834,0.24618435,10.666779
chaparral,chaparral_000431.png,0.88984656,0.15901421,0.8471081,0.18805993,0.7452765,0.2335075,15.068756
chaparral,chaparral_000432.png,0.77065134,0.32087693,0.7382257,0.31403825,0.6861711,0.3089415,5.0053864
chaparral,chaparral_000433.png,0.5432594,0.35336357,0.51447004,0.3395541,0.46397388,0.3172091,5.535248
chaparral,chaparral_000434.png,0.66545284,0.40594062,0.6584993,0.4050805,0.6205164,0.39361072,7.912491
chaparral,chaparral_000435.png,0.5082107,0.20186782,0.48438182,0.1953542,0.43882978,0.188882,5.539398
chaparral,chaparral_000436.png,0.5035342,0.3273648,0.45278397,0.2995045,0.3826209,0.26340976,4.950287
chaparral,chaparral_000437.png,0.6258212,0.18979715,0.59731084,0.19164345,0.5429581,0.19718142,6.5898285
chaparral,chaparral_000438.png,0.63040394,0.108896375,0.60468173,0.1097321,0.44838628,0.094616644,33.29619
chaparral,chaparral_000439.png,0.34425762,0.15882397,0.34488082,0.15954047,0.33329198,0.15140758,3.1140747
chaparral,chaparral_000440.png,0.55467206,0.21830945,0.5387645,0.21669698,0.51187384,0.2153148,2.8006897
chaparral,chaparral_000441.png,0.6358153,0.2772249,0.6232651,0.2786632,0.60401493,0.28574988,1.7084961
chaparral,chaparral_000442.png,0.73020434,0.14017165,0.66988856,0.14077939,0.60295683,0.15106064,1.6870575
chaparral,chaparral_000443.png,0.51085335,0.31827456,0.51728994,0.3245986,0.4769508,0.3044192,11.927811
chaparral,chaparral_000444.png,0.4940359,0.19438912,0.48011163,0.19298507,0.43475688,0.18384255,8.0147705
chaparral,chaparral_000445.png,0.69152284,0.16746196,0.67081493,0.17946672,0.60164016,0.20271394,12.359039
chaparral,chaparral_000446.png,0.7023773,0.33759263,0.67800623,0.33816358,0.60093397,0.33848712,13.438797
chaparral,chaparral_000447.png,0.5537863,0.23406887,0.5425926,0.24617764,0.4854265,0.25483334,11.722977
chaparral,chaparral_000448.png,0.66834795,0.10875271,0.662424,0.11272903,0.5575744,0.10523851,25.226044
chaparral,chaparral_000449.png,0.632914,0.16910112,0.6013442,0.16673551,0.53757805,0.17325091,8.210083
chaparral,chaparral_000450.png,0.57864594,0.13445894,0.57179916,0.13972002,0.4438917,0.1281311,30.870483
chaparral,chaparral_000451.png,0.6585103,0.20199035,0.64320827,0.20200777,0.5760053,0.18607563,13.234741
chaparral,chaparral_000452.png,0.49585128,0.34545824,0.5411416,0.38127613,0.41820708,0.30337656,42.897354
chaparral,chaparral_000453.png,0.8039141,0.1584642,0.77511334,0.16741005,0.72775674,0.19129707,4.73172
chaparral,chaparral_000454.png,0.5989074,0.25487614,0.5850317,0.2582044,0.5503559,0.27101117,5.304001
chaparral,chaparral_000455.png,0.46103844,0.1631357,0.4486017,0.15942782,0.4358138,0.16129439,0.089538574
chaparral,chaparral_000456.png,0.51680374,0.37690213,0.50466835,0.37419486,0.449748,0.35072294,10.910156
chaparral,chaparral_000457.png,0.48199534,0.24585222,0.4574312,0.23736306,0.39842302,0.23100615,8.783234
chaparral,chaparral_000458.png,0.73503727,0.19341034,0.72321945,0.19770257,0.63487965,0.20644659,19.513092
chaparral,chaparral_000459.png,0.52060866,0.27949023,0.4874397,0.27604178,0.4243379,0.26977885,7.6328735
chaparral,chaparral_000460.png,0.7960594,0.12954666,0.76656777,0.13768134,0.6998624,0.14151412,9.489487
chaparral,chaparral_000461.png,0.63723975,0.31836835,0.59850657,0.29882663,0.45317042,0.22815843,27.183746
chaparral,chaparral_000462.png,0.6562135,0.14173788,0.6339541,0.15053746,0.5656458,0.16288438,11.742462
chaparral,chaparral_000463.png,0.68832934,0.14269324,0.64527583,0.15138076,0.58475506,0.15799016,4.4541473
chaparral,chaparral_000464.png,0.60569537,0.27177608,0.5863339,0.26779836,0.5552585,0.26004797,2.98703
chaparral,chaparral_000465.png,0.5531459,0.30065367,0.50926167,0.27972624,0.43009254,0.24567732,8.99765
chaparral,chaparral_000466.png,0.68585956,0.1732403,0.6666173,0.17781132,0.5857274,0.17183366,15.720139
chaparral,chaparral_000467.png,0.75975454,0.28897563,0.7325592,0.28700602,0.6904277,0.29066437,3.8087158
chaparral,chaparral_000468.png,0.74506426,0.29790434,0.56937206,0.23522481,0.5012712,0.21832933,-27.435776
chaparral,chaparral_000469.png,0.6267234,0.35075197,0.59421855,0.35245124,0.5368059,0.35381466,6.351471
chaparral,chaparral_000470.png,0.74351805,0.23215029,0.53799,0.17148635,0.59630275,0.20059289,-67.279434
chaparral,chaparral_000471.png,0.5208508,0.3990158,0.4961983,0.3866907,0.42320898,0.34136352,12.325882
chaparral,chaparral_000472.png,0.43940112,0.2508167,0.5617567,0.3278429,0.4142601,0.24388382,68.8123
chaparral,chaparral_000473.png,0.5970102,0.3706329,0.57050705,0.35938704,0.5259923,0.34525546,4.5929565
chaparral,chaparral_000474.png,0.60576755,0.17716806,0.61343145,0.18625529,0.54871744,0.18906176,18.456375
chaparral,chaparral_000475.png,0.642485,0.39310592,0.6263829,0.39608926,0.579662,0.3994963,7.80777
chaparral,chaparral_000476.png,0.59921914,0.28340796,0.5868068,0.27663812,0.52916074,0.25594434,11.534576
chaparral,chaparral_000477.png,0.7578335,0.14863405,0.68931234,0.15114447,0.6044436,0.15946609,4.168625
chaparral,chaparral_000478.png,0.6209549,0.17573325,0.5927187,0.1881402,0.54406923,0.20531178,5.205414
chaparral,chaparral_000479.png,0.4276281,0.30790743,0.41000473,0.29789504,0.38180798,0.28768954,2.6962128
chaparral,chaparral_000480.png,0.45611888,0.25975278,0.4496305,0.26486742,0.3385081,0.22351228,26.681671
chaparral,chaparral_000481.png,0.53976464,0.34431323,0.50605726,0.33389503,0.43884212,0.31834716,8.544479
chaparral,chaparral_000482.png,0.5892546,0.15257435,0.52658683,0.14656198,0.46748,0.16279581,-0.9080353
chaparral,chaparral_000483.png,0.53016496,0.17774011,0.50189704,0.16848624,0.46361095,0.15975805,2.5546417
chaparral,chaparral_000484.png,0.3880563,0.26287392,0.4058893,0.27920163,0.4304822,0.3034611,-1.7237854
chaparral,chaparral_000485.png,0.42221484,0.2747666,0.41777098,0.27320656,0.39900866,0.26301798,3.6512146
chaparral,chaparral_000486.png,0.7851886,0.2676184,0.7611435,0.2673788,0.6841774,0.2524312,13.494858
chaparral,chaparral_000487.png,0.7388685,0.23409016,0.74937844,0.23695613,0.6733081,0.26597106,22.077988
chaparral,chaparral_000488.png,0.73993474,0.168996,0.70557487,0.16101728,0.6341142,0.16689846,9.460678
chaparral,chaparral_000489.png,0.7661087,0.1609951,0.75655776,0.16925381,0.6949767,0.17985341,13.267685
chaparral,chaparral_000490.png,0.42265135,0.3690112,0.30090648,0.26482362,0.2974505,0.2665061,-30.163666
chaparral,chaparral_000491.png,0.6794602,0.4111351,0.6381133,0.39573333,0.5892848,0.37987295,1.9078217
chaparral,chaparral_000492.png,0.75159186,0.16520648,0.71958375,0.17362586,0.6602845,0.19197263,6.9592133
chaparral,chaparral_000493.png,0.44508022,0.2847986,0.42725202,0.27523252,0.34235242,0.2231036,17.10321
chaparral,chaparral_000494.png,0.69837713,0.2206487,0.59419787,0.20667455,0.43786454,0.18224801,13.299301
chaparral,chaparral_000495.png,0.63870144,0.14466074,0.5813414,0.14278963,0.5052346,0.14920245,4.780411
chaparral,chaparral_000496.png,0.5675625,0.34449863,0.46653402,0.28602898,0.55349386,0.34758738,-47.937027
chaparral,chaparral_000497.png,0.43120375,0.19258942,0.3964928,0.17947572,0.31391016,0.1506235,12.207291
chaparral,chaparral_000498.png,0.82292634,0.20605384,0.8041528,0.22080724,0.7283429,0.2603762,14.544266
chaparral,chaparral_000499.png,0.71128464,0.15972023,0.715282,0.16937229,0.6827728,0.18116605,9.309174
chaparral,chaparral_000500.png,0.3986312,0.22354364,0.40283635,0.22801942,0.37175527,0.21019302,8.997986
denseresidential,denseresidential_000001.png,0.5028577,0.4212831,0.5018761,0.40242538,0.4068126,0.3833428,23.99089
denseresidential,denseresidential_000002.png,0.48127514,0.30143496,0.49491277,0.29140636,0.47068423,0.2804979,9.655884
denseresidential,denseresidential_000003.png,0.39118934,0.35354698,0.33208147,0.3216238,0.29658544,0.31105393,-6.0210266
denseresidential,denseresidential_000004.png,0.41838965,0.24213663,0.4500346,0.22759338,0.4361638,0.20698777,11.606506
denseresidential,denseresidential_000005.png,0.36416858,0.21077526,0.33808613,0.19208531,0.32024807,0.18666041,-2.1023254
denseresidential,denseresidential_000006.png,0.32971767,0.26993614,0.3267542,0.25102928,0.37467209,0.28361526,-12.974731
denseresidential,denseresidential_000007.png,0.4457918,0.31643975,0.40061963,0.2614176,0.38355002,0.24339785,-7.166153
denseresidential,denseresidential_000008.png,0.62141144,0.2595548,0.607722,0.2476621,0.5038007,0.22907428,23.00911
denseresidential,denseresidential_000009.png,0.37912688,0.20917691,0.4924551,0.2487434,0.53936476,0.26602945,16.936737
denseresidential,denseresidential_000010.png,0.43045342,0.236888,0.41280895,0.20276597,0.39161593,0.18284033,0.9048767
denseresidential,denseresidential_000011.png,0.33493772,0.21865445,0.25397596,0.18510517,0.17716405,0.1636495,-1.0582123
denseresidential,denseresidential_000012.png,0.656991,0.20275232,0.62169546,0.18913873,0.5079189,0.16248585,20.01268
denseresidential,denseresidential_000013.png,0.35719514,0.21415916,0.38678336,0.20858268,0.3758196,0.19085827,10.340759
denseresidential,denseresidential_000014.png,0.28372678,0.13297854,0.3294886,0.14054763,0.30776164,0.1330554,17.20964
denseresidential,denseresidential_000015.png,0.26681674,0.1980249,0.28301123,0.19840133,0.27289334,0.18712622,6.709656
denseresidential,denseresidential_000016.png,0.45677137,0.21434888,0.4889815,0.19632284,0.46623865,0.1850174,14.0130005
denseresidential,denseresidential_000017.png,0.22094098,0.21127084,0.31615984,0.2769402,0.27058786,0.22948793,35.901657
denseresidential,denseresidential_000018.png,0.3534835,0.24843875,0.37921458,0.22732553,0.34297007,0.20321466,15.803787
denseresidential,denseresidential_000019.png,0.46092564,0.24698676,0.4908929,0.22492974,0.49156764,0.2129423,7.469589
denseresidential,denseresidential_000020.png,0.60352355,0.43705878,0.55626816,0.40909016,0.41872272,0.3156665,23.023956
denseresidential,denseresidential_000021.png,0.36864278,0.19773948,0.37236327,0.17884138,0.37001547,0.1721222,1.5474243
denseresidential,denseresidential_000022.png,0.35996807,0.2806456,0.36956722,0.2800116,0.34972623,0.26182327,7.5072327
denseresidential,denseresidential_000023.png,0.4093381,0.30624476,0.39179084,0.29509616,0.33084303,0.26445606,11.067139
denseresidential,denseresidential_000024.png,0.66697454,0.2477538,0.54579026,0.22619922,0.4826846,0.25669473,-14.810059
denseresidential,denseresidential_000025.png,0.39692208,0.27967247,0.33333644,0.24510197,0.29036358,0.24249981,-5.256256
denseresidential,denseresidential_000026.png,0.39535582,0.17365937,0.53017086,0.20170335,0.4583429,0.16138965,52.69397
denseresidential,denseresidential_000027.png,0.4754817,0.30786547,0.4870776,0.29448196,0.39900118,0.27819818,25.416443
denseresidential,denseresidential_000028.png,0.3987235,0.17337152,0.33133855,0.16225119,0.27214858,0.15441212,-2.0897217
denseresidential,denseresidential_000029.png,0.2904748,0.20238942,0.25750983,0.1803157,0.22247674,0.1589799,0.52737427
denseresidential,denseresidential_000030.png,0.5106488,0.39185783,0.45408446,0.32004398,0.34917963,0.27898437,12.326828
denseresidential,denseresidential_000031.png,0.24416983,0.23090175,0.24410592,0.22211805,0.20708995,0.1966542,9.422775
denseresidential,denseresidential_000032.png,0.46671838,0.27153394,0.49356198,0.25939375,0.46680668,0.23917876,13.667725
denseresidential,denseresidential_000033.png,0.24637666,0.20740809,0.15817171,0.15477611,0.26548898,0.21090062,-49.85817
denseresidential,denseresidential_000034.png,0.33150628,0.36011553,0.35149938,0.3440556,0.29223585,0.32366967,20.210434
denseresidential,denseresidential_000035.png,0.4716013,0.36372912,0.46186876,0.35335562,0.38612038,0.3112209,16.834045
denseresidential,denseresidential_000036.png,0.3296842,0.12889116,0.37777364,0.13840286,0.35351878,0.12981758,18.447784
denseresidential,denseresidential_000037.png,0.4317041,0.2522885,0.39853042,0.22901441,0.37447912,0.21631745,-2.3262024
denseresidential,denseresidential_000038.png,0.34413972,0.28332412,0.36501747,0.27923048,0.34543797,0.26133528,10.316589
denseresidential,denseresidential_000039.png,0.3312711,0.281298,0.317904,0.26871565,0.31042814,0.26420748,-1.5022736
denseresidential,denseresidential_000040.png,0.47315854,0.281935,0.49969447,0.27264914,0.4804785,0.26323077,11.666733
denseresidential,denseresidential_000041.png,0.5103351,0.21014012,0.42317474,0.17195645,0.4017729,0.15360759,-16.768417
denseresidential,denseresidential_000042.png,0.32225963,0.33492392,0.3439054,0.3297353,0.33311206,0.30902374,8.271973
denseresidential,denseresidential_000043.png,0.56719863,0.27905795,0.53071207,0.23370114,0.46375716,0.21386306,7.7694244
denseresidential,denseresidential_000044.png,0.25975683,0.30323568,0.28365815,0.30603084,0.26407123,0.28956297,11.089493
denseresidential,denseresidential_000045.png,0.52944773,0.31962174,0.47109368,0.30372888,0.43669015,0.30384243,-6.107376
denseresidential,denseresidential_000046.png,0.37390932,0.30531386,0.43945247,0.338195,0.39665115,0.30071655,27.627838
denseresidential,denseresidential_000047.png,0.2609095,0.20078929,0.2536441,0.19316773,0.24935548,0.18999344,-0.759079
denseresidential,denseresidential_000048.png,0.63016427,0.21657324,0.59919065,0.2052435,0.4955932,0.1740515,18.519058
denseresidential,denseresidential_000049.png,0.6118102,0.19859223,0.6081462,0.19113994,0.53569865,0.18077856,17.539825
denseresidential,denseresidential_000050.png,0.46670198,0.30718693,0.39855328,0.27136934,0.35138646,0.26920015,-5.3503723
denseresidential,denseresidential_000051.png,0.4709444,0.22640398,0.51550967,0.21258323,0.48940447,0.19900292,18.02098
denseresidential,denseresidential_000052.png,0.46204776,0.23801278,0.43938223,0.23116991,0.43068537,0.22728351,-3.5620117
denseresidential,denseresidential_000053.png,0.20094521,0.15632871,0.24376568,0.17634374,0.22158568,0.16226526,16.575119
denseresidential,denseresidential_000054.png,0.30331,0.30440336,0.31867436,0.3170603,0.28903887,0.2935475,11.47496
denseresidential,denseresidential_000055.png,0.6003054,0.19375686,0.56339306,0.17999859,0.5267439,0.19108768,-0.067108154
denseresidential,denseresidential_000056.png,0.42915004,0.33461636,0.46264157,0.33192623,0.43847507,0.31471577,14.702805
denseresidential,denseresidential_000057.png,0.47608984,0.23256023,0.49745506,0.22420685,0.48368788,0.20760939,8.958771
denseresidential,denseresidential_000058.png,0.4083538,0.2555976,0.36638004,0.22914827,0.32267252,0.222997,0.44210815
denseresidential,denseresidential_000059.png,0.45959064,0.3870625,0.48298275,0.37743413,0.38448936,0.36087912,31.080795
denseresidential,denseresidential_000060.png,0.23699239,0.25455,0.22795111,0.24320687,0.22270095,0.23849201,-0.96673584
denseresidential,denseresidential_000061.png,0.5055904,0.23527983,0.5282882,0.22485587,0.5307736,0.22050475,5.1541595
denseresidential,denseresidential_000062.png,0.24963798,0.24891354,0.26805198,0.24764389,0.22478859,0.22989218,15.727737
denseresidential,denseresidential_000063.png,0.45758995,0.23689389,0.43887988,0.2176617,0.42727265,0.2041682,-1.8112335
denseresidential,denseresidential_000064.png,0.36119768,0.25535673,0.41459465,0.24491677,0.38114572,0.23143153,22.145706
denseresidential,denseresidential_000065.png,0.46099806,0.22194593,0.4644268,0.21996166,0.4218488,0.20918807,11.73172
denseresidential,denseresidential_000066.png,0.37357742,0.13537535,0.37352803,0.12057783,0.3551613,0.11902386,4.670929
denseresidential,denseresidential_000067.png,0.64468294,0.20194487,0.5744918,0.19436513,0.52163535,0.19782053,-4.420349
denseresidential,denseresidential_000068.png,0.5566986,0.2393579,0.58574694,0.21741721,0.5561969,0.20337006,14.942566
denseresidential,denseresidential_000069.png,0.41738084,0.3470067,0.40396076,0.33366734,0.32256332,0.2864122,17.334229
denseresidential,denseresidential_000070.png,0.3583767,0.2559914,0.31429437,0.23503673,0.2921636,0.2413768,-5.5976562
denseresidential,denseresidential_000071.png,0.3404709,0.23825788,0.3502694,0.22093636,0.31755108,0.20182703,10.841782
denseresidential,denseresidential_000072.png,0.48475963,0.37099,0.4735886,0.3403086,0.38469693,0.29198402,19.818756
denseresidential,denseresidential_000073.png,0.4185244,0.25285932,0.42091554,0.2533418,0.38929766,0.23777294,8.672302
denseresidential,denseresidential_000074.png,0.50562435,0.22489,0.530743,0.22675297,0.42012915,0.19079268,34.611786
denseresidential,denseresidential_000075.png,0.5802036,0.34839857,0.5532697,0.33827418,0.5433148,0.33159965,-4.329651
denseresidential,denseresidential_000076.png,0.24354613,0.2529756,0.26635444,0.25217646,0.25651604,0.24135831,8.324905
denseresidential,denseresidential_000077.png,0.37089705,0.3450387,0.34501547,0.3223295,0.33057567,0.31102583,-2.9176636
denseresidential,denseresidential_000078.png,0.61311495,0.3031022,0.5758952,0.28985068,0.55070525,0.27703154,-3.0676117
denseresidential,denseresidential_000079.png,0.3796021,0.26096353,0.37680322,0.25817302,0.3272226,0.23247609,11.929352
denseresidential,denseresidential_000080.png,0.6460094,0.34421304,0.56250906,0.3557415,0.5024364,0.37021354,-5.97406
denseresidential,denseresidential_000081.png,0.26477936,0.2515755,0.25879678,0.24395423,0.22925428,0.21940362,6.007782
denseresidential,denseresidential_000082.png,0.505736,0.30416372,0.500617,0.2917725,0.39079309,0.26911575,26.699783
denseresidential,denseresidential_000083.png,0.33016267,0.37055328,0.3192901,0.36151627,0.31585303,0.36349082,-1.8960571
denseresidential,denseresidential_000084.png,0.43138313,0.19749655,0.4821959,0.21763684,0.4348414,0.20981325,25.03267
denseresidential,denseresidential_000085.png,0.22953007,0.17866859,0.26171768,0.18480156,0.24321409,0.17251833,12.926254
denseresidential,denseresidential_000086.png,0.4392686,0.3852331,0.4363177,0.3695295,0.35243475,0.3251025,20.63768
denseresidential,denseresidential_000087.png,0.2949299,0.233837,0.2769037,0.2148837,0.26316792,0.20511241,-1.0940552
denseresidential,denseresidential_000088.png,0.22364251,0.2077736,0.17603281,0.16106756,0.14774708,0.1387596,-4.9276123
denseresidential,denseresidential_000089.png,0.38541684,0.32491773,0.40730748,0.31848928,0.39399558,0.29872504,8.976639
denseresidential,denseresidential_000090.png,0.35274953,0.26410586,0.37545255,0.25409138,0.3901737,0.24569622,2.0353851
denseresidential,denseresidential_000091.png,0.43716782,0.37980193,0.4654626,0.37308854,0.44120064,0.350568,13.401962
denseresidential,denseresidential_000092.png,0.53842723,0.21831426,0.5656913,0.20304781,0.56490463,0.19579563,7.152939
denseresidential,denseresidential_000093.png,0.79069424,0.2642748,0.7258504,0.2484865,0.5486577,0.21911497,28.648972
denseresidential,denseresidential_000094.png,0.45351294,0.18823788,0.4322819,0.20163852,0.2779142,0.1537077,33.94986
denseresidential,denseresidential_000095.png,0.3448538,0.2028639,0.43940285,0.25337693,0.38788804,0.21661891,37.246292
denseresidential,denseresidential_000096.png,0.47561496,0.18165591,0.4991108,0.16638064,0.47795567,0.15840879,11.386002
denseresidential,denseresidential_000097.png,0.5509949,0.19704668,0.5389326,0.19786297,0.41899472,0.16392563,27.5083
denseresidential,denseresidential_000098.png,0.29140684,0.259497,0.44028136,0.34999248,0.3261255,0.2665832,67.07274
denseresidential,denseresidential_000099.png,0.4523076,0.23203737,0.43791085,0.21420646,0.33625937,0.20862952,22.249954
denseresidential,denseresidential_000100.png,0.3551635,0.34436393,0.376235,0.34433937,0.35373893,0.32040793,11.109726
denseresidential,denseresidential_000101.png,0.31433004,0.30360886,0.31633535,0.29133567,0.2822401,0.26643577,9.205643
denseresidential,denseresidential_000102.png,0.31442273,0.2664729,0.30617872,0.25661945,0.30033964,0.2522389,-0.61325073
denseresidential,denseresidential_000103.png,0.41815898,0.24917042,0.4382494,0.23362727,0.38502204,0.2216982,18.696045
denseresidential,denseresidential_000104.png,0.4920671,0.23015499,0.42107868,0.20413575,0.37244394,0.2112153,-5.7001953
denseresidential,denseresidential_000105.png,0.2714652,0.21013635,0.2771971,0.19981018,0.2533543,0.18321322,7.5415344
denseresidential,denseresidential_000106.png,0.33987182,0.324448,0.25340822,0.25211304,0.23284356,0.23021479,-16.80423
denseresidential,denseresidential_000107.png,0.36899078,0.20586103,0.34696028,0.16124152,0.45763066,0.18934557,-33.83873
denseresidential,denseresidential_000108.png,0.4514494,0.24861532,0.4394865,0.23784462,0.39049163,0.21817467,9.443161
denseresidential,denseresidential_000109.png,0.34967497,0.28712118,0.3469544,0.28302768,0.29043537,0.25248823,13.718613
denseresidential,denseresidential_000110.png,0.44581306,0.31375468,0.4765121,0.29637685,0.48605958,0.2865101,5.3936615
denseresidential,denseresidential_000111.png,0.36332175,0.24517183,0.3365557,0.23331012,0.3011423,0.22486031,2.2050629
denseresidential,denseresidential_000112.png,0.5219184,0.30356348,0.55073994,0.27950776,0.52839243,0.25533274,13.048111
denseresidential,denseresidential_000113.png,0.28327075,0.14175087,0.33349034,0.14823832,0.309385,0.1398001,18.952866
denseresidential,denseresidential_000114.png,0.60104614,0.19629502,0.52931076,0.19670853,0.4762097,0.21064663,-4.7517548
denseresidential,denseresidential_000115.png,0.30422148,0.25776064,0.33882907,0.2868407,0.3172815,0.267583,14.319565
denseresidential,denseresidential_000116.png,0.30636936,0.13282855,0.34227037,0.1256859,0.32137805,0.11745308,14.4823
denseresidential,denseresidential_000117.png,0.46750164,0.19017902,0.40381685,0.15677027,0.36208484,0.13756636,-5.5979614
denseresidential,denseresidential_000118.png,0.48255664,0.37439287,0.44164675,0.3449358,0.40170437,0.32741416,-0.24671936
denseresidential,denseresidential_000119.png,0.702396,0.3496314,0.6759814,0.325469,0.4827359,0.27459848,42.541885
denseresidential,denseresidential_000120.png,0.47473335,0.22360155,0.4697968,0.21767558,0.40902308,0.19519229,14.23848
denseresidential,denseresidential_000121.png,0.28245378,0.32653525,0.28597084,0.3227449,0.28384256,0.3235118,1.4395599
denseresidential,denseresidential_000122.png,0.45578995,0.29680878,0.50065386,0.28087932,0.46689615,0.26898357,20.048508
denseresidential,denseresidential_000123.png,0.4145443,0.24552138,0.36378586,0.21489103,0.31399944,0.20184536,-0.24786377
denseresidential,denseresidential_000124.png,0.45239598,0.4043117,0.472968,0.3981651,0.38739318,0.38054326,27.067444
denseresidential,denseresidential_000125.png,0.27407736,0.3380757,0.27730718,0.3336193,0.22168256,0.3089631,15.007889
denseresidential,denseresidential_000126.png,0.36097237,0.3266317,0.37653965,0.32753146,0.38338077,0.32739732,2.2251587
denseresidential,denseresidential_000127.png,0.41913068,0.3200158,0.39209977,0.298434,0.3692849,0.27986988,-1.0750885
denseresidential,denseresidential_000128.png,0.2929283,0.22242284,0.30090716,0.22451459,0.27616063,0.20962363,8.344971
denseresidential,denseresidential_000129.png,0.45158482,0.26755106,0.48450604,0.25305077,0.47173893,0.23941956,11.650528
denseresidential,denseresidential_000130.png,0.5900703,0.27483556,0.5831317,0.24035153,0.49105573,0.23982604,21.710022
denseresidential,denseresidential_000131.png,0.4608428,0.25843298,0.47689417,0.23844275,0.49745244,0.23764624,-1.1492462
denseresidential,denseresidential_000132.png,0.38420212,0.35171375,0.27789634,0.2748753,0.29855418,0.32464713,-32.375717
denseresidential,denseresidential_000133.png,0.42486292,0.18087655,0.4125098,0.16526367,0.3369054,0.1509907,16.12909
denseresidential,denseresidential_000134.png,0.4425597,0.24467795,0.47239345,0.22836442,0.44894588,0.20645678,13.586731
denseresidential,denseresidential_000135.png,0.4993105,0.25918704,0.5225299,0.23523337,0.501907,0.21362497,11.179779
denseresidential,denseresidential_000136.png,0.612166,0.21637143,0.5108197,0.19660509,0.46092254,0.22223273,-13.119537
denseresidential,denseresidential_000137.png,0.58143646,0.34238282,0.616609,0.3250938,0.48266268,0.24334918,43.125305
denseresidential,denseresidential_000138.png,0.31739035,0.22281446,0.333251,0.21989653,0.2984706,0.20337453,12.913467
denseresidential,denseresidential_000139.png,0.48924878,0.3218836,0.43114996,0.30772516,0.36675087,0.29720455,1.6065674
denseresidential,denseresidential_000140.png,0.40626782,0.4052091,0.38365173,0.38637257,0.30775636,0.35560593,13.586212
denseresidential,denseresidential_000141.png,0.46535155,0.27386758,0.41880953,0.25103727,0.38532332,0.23751952,-3.3292236
denseresidential,denseresidential_000142.png,0.6251464,0.31131658,0.6192393,0.27306405,0.5260759,0.23057954,22.250366
denseresidential,denseresidential_000143.png,0.59724575,0.22244063,0.58697134,0.2124534,0.47620952,0.19499439,25.624283
denseresidential,denseresidential_000144.png,0.49662876,0.25098416,0.5261064,0.23072667,0.5037786,0.21335615,13.210403
denseresidential,denseresidential_000145.png,0.22619492,0.2058985,0.23624417,0.2016572,0.20948295,0.17705433,9.386673
denseresidential,denseresidential_000146.png,0.52583885,0.35602954,0.3514332,0.2589878,0.3252598,0.27104968,-37.79924
denseresidential,denseresidential_000147.png,0.3783394,0.15933515,0.44138506,0.16797262,0.31165418,0.11467707,49.15802
denseresidential,denseresidential_000148.png,0.4559401,0.21925074,0.42795968,0.20020926,0.4062506,0.1936649,-1.5991974
denseresidential,denseresidential_000149.png,0.540813,0.2750217,0.49798757,0.24571878,0.4490433,0.24320523,1.5603027
denseresidential,denseresidential_000150.png,0.4537028,0.29743716,0.4049816,0.24994914,0.40256947,0.26062477,-11.808807
denseresidential,denseresidential_000151.png,0.62556154,0.22472753,0.5806443,0.21166633,0.5561211,0.20299448,-5.20047
denseresidential,denseresidential_000152.png,0.55011904,0.33628348,0.54033375,0.32580966,0.46156833,0.2949538,17.58995
denseresidential,denseresidential_000153.png,0.5818223,0.23156032,0.5110959,0.2270686,0.45743868,0.24478087,-4.352646
